,0
0,15.103012
1,13.797587
2,13.5641775
3,15.789246
4,17.22427
5,19.274452
6,21.430733
7,22.596031
8,22.995134
9,22.324045
10,22.966635
11,22.537916
12,18.99912
13,18.339567
14,18.141024
15,16.098095
16,17.810001
17,18.8403
18,18.018726
19,20.641613
20,22.839695
21,18.710033
22,20.14123
23,19.714085
24,18.27783
25,18.429956
26,17.702423
27,17.7808
28,18.338537
29,18.47877
30,19.765656
31,18.018301
32,19.321913
33,19.203619
34,16.387268
35,15.851197
36,16.386171
37,17.988161
38,17.190434
39,19.188068
40,17.179066
41,17.106476
42,17.437557
43,17.685015
44,17.39378
45,16.312466
46,16.436571
47,15.281033
48,16.21617
49,17.285753
50,15.208349
51,15.165392
52,13.437768
53,17.617142
54,17.136465
55,15.738445
56,17.628073
57,18.811468
58,20.43671
59,22.307632
60,22.948507
61,22.868774
62,23.949165
63,23.786888
64,25.028046
65,24.694069
66,21.486301
67,21.703575
68,23.141266
69,20.878214
70,20.51809
71,21.52567
72,18.908964
73,16.327358
74,16.522247
75,20.287092
76,20.616581
77,21.435461
78,21.803978
79,19.607744
80,20.098791
81,19.47822
82,19.240816
83,17.551752
84,19.841587
85,19.597637
86,19.80199
87,19.45046
88,20.490732
89,19.666037
90,18.949383
91,20.594793
92,18.461416
93,18.507269
94,19.289783
95,20.302319
96,20.945635
97,21.085705
98,20.527025
99,21.094807
100,21.231537
101,19.714258
102,18.84198
103,16.586807
104,16.794313
105,17.473015
106,17.167807
107,16.470135
108,15.423621
109,14.938904
110,16.634325
111,17.767103
112,15.948366
113,16.945374
114,15.469366
115,15.859546
116,17.57774
117,15.891641
118,15.666064
119,15.946848
120,13.76753
121,12.678606
122,13.163303
123,12.392481
124,13.998956
125,13.203838
126,14.897095
127,16.106901
128,14.286823
129,14.551395
130,14.209199
131,13.357169
132,15.456273
133,13.5999155
134,15.222786
135,14.478651
136,14.917349
137,14.156239
138,13.409075
139,11.983445
140,11.983922
141,12.817862
142,13.883109
143,14.957862
144,14.516198
145,15.189545
146,14.101369
147,11.603353
148,10.270112
149,10.911766
150,11.75302
151,12.948409
152,12.91458
153,12.666083
154,12.283569
155,11.921214
156,10.449768
157,9.461311
158,11.067994
159,11.265228
160,12.403022
161,12.759661
162,12.481685
163,12.113149
164,12.5939665
165,12.309712
166,12.214674
167,12.269038
168,12.241199
169,12.183999
170,12.036245
171,11.350716
172,10.018166
173,8.981501
174,8.037865
175,7.8816905
176,7.3733263
177,7.1811776
178,6.6682234
179,6.1023307
180,5.5292253
181,4.719252
182,5.0238895
183,4.8265376
184,3.8839686
185,3.105878
186,3.1920393
187,2.6329958
188,3.4508102
189,3.8041394
190,3.8655136
191,3.8240912
192,4.069667
193,3.9564312
194,4.649445
195,4.5044756
196,4.111557
197,3.7373931
198,3.5195534
199,4.029017
200,4.2937393
201,4.579691
202,4.1103354
203,3.929901
204,4.17164
205,3.76671
206,3.1055925
207,3.1127856
208,3.1542647
209,3.2427852
210,3.0741951
211,2.4526265
212,2.450309
213,2.4414294
214,2.2068121
215,2.3814585
216,2.47773
217,2.323043
218,2.4952214
219,2.6164572
220,2.5511029
221,2.3031037
222,2.226104
223,1.8942322
224,1.7095703
225,1.5321764
226,1.7680086
227,1.6918997
228,2.3608115
229,2.3035958
230,2.2153494
231,2.1745875
232,1.7911772
233,2.0592911
234,2.0263808
235,1.8938497
236,1.8941664
237,1.680839
238,2.0338166
239,1.7960361
240,1.8774046
241,2.0562203
242,2.5034096
243,2.5383599
244,2.516929
245,2.1775782
246,2.034547
247,1.6906103
248,1.6393093
249,1.5454391
250,1.7642902
251,1.4124511
252,1.2644428
253,0.993996
254,1.0523914
255,1.1393379
256,1.3818544
257,1.2665828
258,1.2433494
259,1.1950992
260,1.4893354
261,1.3706449
262,1.2731546
263,1.4153618
264,1.3871311
265,1.8291725
266,2.2115319
267,2.7623837
268,3.3220623
269,3.3102443
270,3.1448314
271,2.8991997
272,2.9277632
273,2.661917
274,2.5675805
275,2.792431
276,3.0761316
277,2.8413155
278,2.837746
279,2.679353
280,2.7425177
281,3.0219753
282,2.7994215
283,2.4902833
284,2.7195399
285,2.934603
286,2.6824133
287,2.613189
288,2.90885
289,3.0589921
290,4.0363736
291,4.2700424
292,4.8464775
293,5.623067
294,6.3868446
295,6.8387094
296,7.2893524
297,7.748304
298,8.576984
299,8.218813
300,8.274136
301,9.2451725
302,9.198902
303,9.85558
304,10.506322
305,10.759348
306,9.741244
307,9.031502
308,8.444958
309,7.7573466
310,7.4147215
311,7.6685033
312,7.5571585
313,7.521535
314,7.3745184
315,6.9100547
316,7.0457163
317,7.347381
318,7.152376
319,7.0238976
320,7.258355
321,6.772132
322,6.3670554
323,7.5943794
324,8.838366
325,8.695841
326,9.098144
327,12.18108
328,14.189902
329,12.183848
330,15.3724
331,13.744626
332,13.564685
333,12.952238
334,12.440222
335,14.585073
336,15.298034
337,15.384298
338,16.557743
339,14.835844
340,15.050572
341,14.124251
342,14.165406
343,14.196701
344,14.665721
345,14.455192
346,15.205388
347,15.908407
348,17.419178
349,15.649148
350,15.318292
351,14.551458
352,16.567245
353,16.01329
354,14.931185
355,17.693192
356,19.304796
357,20.075785
358,21.626621
359,19.653791
360,18.823109
361,18.914553
362,16.507162
363,17.484915
364,16.680773
365,15.050803
366,15.624164
367,15.033136
368,16.44521
369,15.424898
370,14.813982
371,16.187286
372,17.194517
373,15.079475
374,15.750157
375,14.617369
376,14.528779
377,14.567981
378,16.704084
379,18.023766
380,21.001472
381,22.459785
382,23.716192
383,23.075506
384,18.240341
385,18.622074
386,18.222198
387,15.72509
388,16.450014
389,18.100927
390,18.948458
391,22.371984
392,20.647552
393,19.614185
394,18.076702
395,17.122913
396,17.282452
397,17.156485
398,17.037209
399,18.967548
400,20.70122
401,18.139954
402,17.572622
403,15.846569
404,16.340397
405,16.378813
406,17.565992
407,16.525064
408,16.047293
409,16.292076
410,15.991933
411,16.382536
412,18.570526
413,18.179508
414,17.915865
415,19.651731
416,20.599592
417,18.704643
418,18.284193
419,20.327585
420,20.157524
421,19.399033
422,19.423378
423,20.403896
424,21.558462
425,22.874033
426,22.95056
427,23.424633
428,23.045256
429,22.557451
430,20.603159
431,20.611895
432,20.407429
433,20.115591
434,18.762833
435,19.657915
436,17.722513
437,17.213867
438,16.420216
439,17.207891
440,17.089748
441,16.424387
442,15.766719
443,14.998521
444,16.121782
445,17.00797
446,15.8768015
447,15.981291
448,17.439665
449,17.61374
450,19.395868
451,20.630966
452,20.685436
453,20.589375
454,20.057583
455,16.234564
456,16.178381
457,16.052319
458,17.252869
459,16.241358
460,15.666878
461,16.840958
462,15.119896
463,15.933601
464,16.09396
465,16.156729
466,17.319498
467,17.82059
468,16.522293
469,17.408915
470,16.17448
471,14.909266
472,14.2435465
473,13.209995
474,12.41551
475,13.311036
476,11.950778
477,12.785599
478,12.631394
479,14.265766
480,15.666803
481,16.289387
482,16.679634
483,18.186653
484,18.019598
485,17.99211
486,17.744503
487,16.26239
488,17.029116
489,17.315086
490,16.452702
491,16.595215
492,16.59465
493,14.966062
494,14.22388
495,13.625176
496,14.099908
497,13.978863
498,14.938436
499,15.105912
500,15.08876
501,13.424515
502,13.970923
503,13.401475
504,13.449225
505,12.662521
506,13.961681
507,13.701905
508,12.690121
509,11.511051
510,12.592626
511,12.584742
512,11.641256
513,12.051083
514,10.810183
515,10.037495
516,8.637581
517,9.018721
518,8.392519
519,7.7036424
520,7.4016314
521,7.1830287
522,7.162845
523,6.778712
524,6.2930665
525,6.6535325
526,5.139777
527,4.512953
528,4.744025
529,5.089385
530,5.5391564
531,4.728805
532,4.7503357
533,5.1038127
534,5.784307
535,5.6337476
536,5.626525
537,5.6689324
538,5.0670605
539,4.7770295
540,4.380865
541,3.9892747
542,4.5715094
543,4.973425
544,5.3401666
545,5.376099
546,5.6781883
547,5.6093554
548,5.202216
549,4.7005816
550,4.570054
551,4.7357965
552,3.999357
553,3.8450177
554,3.8140905
555,4.219089
556,4.1242423
557,4.05184
558,3.9253194
559,4.261343
560,4.3347654
561,4.604883
562,3.7677934
563,4.2319546
564,3.9548237
565,3.894965
