,0
280,3.06381
281,3.2430274
282,3.0963395
283,2.8863518
284,3.0677607
285,3.262767
286,3.0477765
287,3.0855057
288,3.2982504
289,3.4685462
290,4.2692094
291,4.476686
292,4.9129963
293,5.520978
294,6.176919
295,6.6656203
296,7.2326765
297,7.9114094
298,9.005872
299,8.739191
300,8.9106655
301,10.035516
302,9.970393
303,10.703133
304,11.197791
305,11.3658695
306,9.975029
307,9.140344
308,8.31148
309,7.419351
310,7.0075035
311,7.0709376
312,6.9379067
313,7.0254025
314,7.012334
315,6.558287
316,6.7589855
317,7.1038055
318,7.0068836
319,6.9281235
320,7.127909
321,6.749178
322,6.4126477
323,7.769299
324,9.109864
325,9.14519
326,9.540479
327,12.415531
328,13.92251
329,11.673592
330,14.580214
331,13.183777
332,13.029709
333,12.378035
334,11.890214
335,14.27757
336,15.141553
337,15.257071
338,16.354294
339,14.657668
340,14.870193
341,13.840038
342,14.004344
343,14.233133
344,14.912195
345,14.675019
346,15.394518
347,16.034296
348,17.509804
349,15.657552
350,15.283184
351,14.564652
352,16.815847
353,16.417925
354,15.356078
355,18.24663
356,19.776329
357,20.77872
358,22.480808
359,21.006437
360,19.913399
361,20.02762
362,17.139399
363,17.836275
364,16.99903
365,15.107696
366,15.931119
367,15.352112
368,17.07824
369,15.780391
370,15.03073
371,16.308393
372,17.3782
373,15.120658
374,15.8809185
375,14.689418
376,14.689666
377,14.778487
378,17.146034
379,18.306732
380,21.10876
381,22.562944
382,24.086716
383,24.319511
384,19.53294
385,19.31915
386,18.901178
387,15.660466
388,16.654375
389,18.370333
390,19.330746
391,22.5422
392,20.765526
393,20.272552
394,18.603569
395,17.645393
396,17.86987
397,17.905785
398,17.765886
399,19.894243
400,21.236958
401,18.906427
402,18.473087
403,16.4338
404,16.880371
405,16.910692
406,18.120228
407,16.946205
408,16.476837
409,16.716393
410,16.340788
411,16.803558
412,18.936316
413,18.592216
414,18.231224
415,20.19785
416,20.882084
417,19.412811
418,18.991312
419,20.94728
420,20.608677
421,20.25761
422,20.283241
423,20.958431
424,21.802687
425,22.778835
426,22.843374
427,23.067308
428,22.681572
429,22.274435
430,20.803762
431,20.816721
432,20.488113
433,20.379417
434,19.325193
435,20.09651
436,18.21215
437,18.215052
438,17.58174
439,18.511932
440,18.489252
441,17.789946
442,17.031553
443,15.976112
444,17.298313
445,18.007685
446,16.564434
447,16.5754
448,18.054329
449,18.034021
450,19.694593
451,20.681112
452,20.647646
453,20.581297
454,20.186289
455,16.795689
456,16.300602
457,16.165329
458,17.56429
459,16.49512
460,15.82768
461,17.313833
462,15.518438
463,16.357176
464,16.522959
465,16.62695
466,17.87398
467,18.197964
468,16.747952
469,17.425188
470,15.940402
471,14.393914
472,13.670073
473,12.914584
474,12.34619
475,13.465222
476,11.9086
477,12.801612
478,13.03444
479,14.861032
480,16.031094
481,16.671265
482,16.653973
483,18.056896
484,17.730162
485,17.703548
486,17.655638
487,16.075462
488,17.09278
489,17.269442
490,16.49438
491,16.66265
492,16.619328
493,15.06522
494,14.277489
495,13.755852
496,14.348104
497,14.199732
498,15.258946
499,15.277821
500,15.110954
501,13.083019
502,13.63694
503,13.186302
504,13.273617
505,12.404495
506,14.070323
507,13.548529
508,12.376154
509,11.315749
510,12.467525
511,12.3456745
512,11.343103
513,11.89147
514,10.691634
515,9.804522
516,8.441528
517,8.690289
518,8.138687
519,7.564514
520,7.3694787
521,7.261302
522,7.2323337
523,6.868219
524,6.4379992
525,6.601706
526,5.0895624
527,4.4823565
528,4.63745
529,4.84363
530,5.1660867
531,4.4030714
532,4.414638
533,4.5748568
534,5.3154254
535,5.359372
536,5.522984
537,5.564517
538,5.062269
539,4.7679434
540,4.3243294
541,3.8962705
542,4.1876717
543,4.5122557
544,4.9069233
545,5.1336718
546,5.3986235
547,5.388705
548,5.0619063
549,4.6507936
550,4.452504
551,4.6281414
552,4.0202065
553,3.8679206
554,3.811052
555,4.201989
556,4.214389
557,4.2009196
558,4.102863
559,4.3459854
560,4.36825
561,4.585049
562,3.9974043
563,4.41092
564,4.186911
565,4.083591
