,0
278,2.4354317
279,2.4317095
280,2.6446393
281,3.2823536
282,2.7704556
283,2.5201886
284,3.3410876
285,3.9614842
286,3.3452008
287,3.4187691
288,3.7678668
289,3.9383643
290,5.4934573
291,5.675113
292,6.690334
293,7.723766
294,8.535672
295,8.968489
296,9.373485
297,9.794221
298,10.527207
299,9.8403
300,9.834568
301,10.625999
302,10.27622
303,10.907216
304,11.189023
305,11.141812
306,9.59494
307,8.896047
308,7.899722
309,6.9221544
310,6.8240814
311,7.822014
312,7.770475
313,7.9774
314,8.175086
315,7.8130455
316,8.3351145
317,9.0277815
318,8.845484
319,8.905329
320,9.032528
321,8.406366
322,7.9197354
323,9.472368
324,10.444839
325,9.908982
326,10.375802
327,12.866781
328,13.57889
329,11.497467
330,15.05422
331,13.532081
332,13.753245
333,13.078072
334,12.561154
335,15.262872
336,15.104515
337,14.90789
338,15.750984
339,14.06294
340,14.657671
341,13.420208
342,13.706467
343,13.647163
344,13.85741
345,13.3856945
346,14.034887
347,14.300638
348,15.540532
349,14.236202
350,14.247722
351,13.791032
352,15.519737
353,14.956007
354,14.164104
355,16.654875
356,17.577335
357,18.168684
358,19.729015
359,18.54537
360,18.008629
361,18.356035
362,15.668511
363,17.350904
364,15.89711
365,13.992359
366,15.441983
367,14.153782
368,15.992612
369,14.319885
370,14.051673
371,16.026731
372,16.57205
373,14.565291
374,15.764867
375,14.305415
376,14.445241
377,14.185714
378,15.92961
379,16.542828
380,18.97744
381,20.296825
382,21.891476
383,22.331764
384,18.528868
385,20.349977
386,19.72963
387,15.837006
388,19.03565
389,20.20451
390,20.187288
391,23.872955
392,21.210629
393,21.342707
394,19.507156
395,18.924057
396,19.57711
397,18.862587
398,18.324818
399,20.438885
400,20.633478
401,17.414751
402,17.622797
403,15.044595
404,16.521433
405,15.835376
406,16.927643
407,15.414638
408,15.494219
409,15.742886
410,14.949861
411,15.26188
412,17.30104
413,16.78963
414,16.553759
415,18.257992
416,18.70321
417,17.1467
418,17.237032
419,19.0335
420,18.486113
421,17.938421
422,18.126934
423,19.103441
424,19.978691
425,21.03011
426,21.102259
427,21.84231
428,21.876442
429,21.795912
430,20.372559
431,20.687746
432,20.390087
433,20.215672
434,18.848597
435,19.916855
436,17.348099
437,17.180716
438,16.30724
439,17.17458
440,16.833364
441,16.106592
442,15.619795
443,14.398099
444,16.613459
445,16.540136
446,14.612034
447,15.283206
448,16.571135
449,16.278326
450,17.915413
451,18.639088
452,18.744898
453,18.992195
454,18.580467
455,15.525377
456,16.269636
457,16.022512
458,17.04362
459,15.832307
460,15.542271
461,16.630943
462,14.089421
463,16.013435
464,15.685547
465,15.5692625
466,16.694796
467,16.862675
468,15.40512
469,17.099287
470,15.19558
471,14.164372
472,14.034783
473,13.464384
474,13.157269
475,13.824239
476,10.707977
477,12.686328
478,12.541761
479,14.155131
480,14.867989
481,15.552717
482,15.402537
483,16.923582
484,16.559023
485,16.60672
486,16.78776
487,15.695274
488,16.364859
489,16.741154
490,15.670134
491,15.745486
492,15.653116
493,13.973757
494,13.497283
495,12.576239
496,13.776726
497,13.005892
498,14.416431
499,14.138182
500,13.99458
501,11.665951
502,13.5107355
503,12.531428
504,12.818294
505,11.688377
506,14.205671
507,13.188419
508,12.265102
509,12.167086
510,13.617523
511,13.422346
512,12.429602
513,12.802985
514,9.827862
515,8.539705
516,6.72371
517,7.6167903
518,7.499483
519,6.5088153
520,6.4110036
521,5.748304
522,6.2108545
523,5.2418036
524,4.3841743
525,4.9071994
526,3.979985
527,3.3859594
528,4.108148
529,4.7092037
530,5.6965656
531,4.0245
532,4.20234
533,4.4883966
534,5.146893
535,4.351699
536,4.4774513
537,4.5693974
538,3.1987736
539,3.195729
540,2.6741736
541,2.263902
542,3.7724445
543,4.155517
544,4.529329
545,4.3909717
546,4.840491
547,4.8031726
548,4.3696084
549,4.1999946
550,4.5051312
551,5.770904
552,4.7324457
553,4.842687
554,4.6348124
555,5.2820387
556,5.1211214
557,5.1095366
558,5.0868993
559,5.8409863
560,6.0015473
561,6.5966067
562,5.19736
563,6.121896
564,5.57116
565,5.391314
